,words,tf
1586,tibuna,False
1587,ganda,False
1588,waten,False
1589,chillipaste,False
1590,wedakma,False
1591,chpocywath,False
1592,cleaned,True
1593,athula,False
1594,wathkama,False
1595,thanaka,False
1596,madhi,False
1597,kolakenda,False
1598,truck,True
1599,mage,True
1600,gannwa,False
1601,daalada,False
1602,enakota,False
1603,7-8,True
1604,pay,True
1605,south,True
1606,so,True
1607,wood,True
1608,hawasata,False
1609,still,True
1610,watin,False
1611,wediyt,False
1612,Monday,True
1613,1-1/2,False
1614,awulak,False
1615,padhanamak,False
1616,nati,False
1617,paminena,False
1618,hithuwata,False
1619,hadhapu,False
1620,lime,True
1621,price,True
1622,kitchen,True
1623,rajaye,False
1624,sewakayangen,False
1625,sonduru,False
1626,holman,False
1627,android,True
1628,location,True
1629,withrai,False
1630,nohaki,False
1631,apekshakayada,False
1632,awula,False
1633,ekmaninma,False
1634,place,True
1635,mi,True
1636,bellanwila,False
1637,facility,True
1638,awashya,False
1639,hawas,False
1640,sawanak,False
1641,pub,True
1642,maintaing,False
1643,curry-dekama,False
1644,sajiwi,False
1645,yako,False
1646,re,True
1647,kottuwa,False
1648,madida,False
1649,kiyapan,False
1650,karalath,False
1651,thibun,False
1652,badaginnata,False
1653,kapa,False
1654,comments,True
1655,paste,True
1656,thiyenn,False
1657,specially,True
1658,inno,False
1659,kiyanna,False
1660,deyakma,False
1661,dilm,False
1662,seen,True
1663,wenadata,False
1664,siyalla,False
1665,hodta,False
1666,piti,False
1667,call,True
1668,cow,True
1669,reasonable,True
1670,yama,False
1671,pirisudu,False
1672,customcare,False
1673,are,True
1674,1ka,False
1675,sadarana,False
1676,airtel,False
1677,kaama…godaak,False
1678,believe,True
1679,wennaone,False
1680,driver,True
1681,srilankan,False
1682,boola,False
1683,prawns,True
1684,kemakma,False
1685,end,True
1686,parisarayen,False
1687,upstairs,True
1688,freshly,True
1689,organic,True
1690,puuwan,False
1691,eka00i,False
1692,weddek,False
1693,eka?,False
1694,athishayinma,False
1695,buffet,True
1696,ekakata,False
1697,8000,True
1698,langata,False
1699,Nice,True
1700,evening,True
1701,nadda,False
1702,nathnam,False
1703,control,True
1704,anything,True
1705,kalekata,False
1706,then,True
1707,parak,False
1708,lankans,False
1709,dhinanawaa,False
1710,karanava!!,False
1711,accidently,False
1712,style,True
1713,nidimath,False
1714,patta,False
1715,huk,False
1716,kaawe,False
1717,nangaa,False
1718,tarditional,False
1719,4,True
1720,therenawa,False
1721,dhenena,False
1722,diha,False
1723,mojuwa,False
1724,yanawa,False
1725,eyalagema,False
1726,echchrai,False
1727,i,True
1728,maarama,False
1729,mekanam,False
1730,Stuff,True
1731,poddakwath,False
1732,ata,False
1733,friedrice,False
1734,kelehi,False
1735,masa,False
1736,ganna,False
1737,popcorn,True
1738,sir,True
1739,winodajanaka,False
1740,nikam,False
1741,winadi,False
1742,neddakin,False
1743,channel,True
1744,dhadayak,False
1745,ekakatama,False
1746,pihiti,False
1747,wargayak,False
1748,perfect,True
1749,dear,True
1750,newak,False
1751,oppu,False
1752,prawn,True
1753,tha,False
1754,fresh,True
1755,hottel,False
1756,favourite,False
1757,langa,False
1758,bell,True
1759,ontime,False
1760,magaharaganna,False
1761,gahata,False
1762,godakma,False
1763,adui,False
1764,ekak,False
1765,lake,True
1766,familu,False
1767,yanne,False
1768,amma,False
1769,short,True
1770,hadana,False
1771,nawahama,False
1772,manasa,False
1773,jaffna,False
1774,reason,True
1775,siraa,False
1776,deelama,False
1777,kushan,False
1778,shok,False
1779,mandalaya,False
1780,hondata,False
1781,sindhuwa,False
1782,waren,False
1783,idan,False
1784,ikmnta,False
1785,Indian,True
1786,wadakma,False
1787,ahara,False
1788,kaalekin,False
1789,niladariya,False
1790,customer,True
1791,lankawai,False
1792,velaavak,False
1793,bus,True
1794,television,True
1795,wiwida,False
1796,kiynnath,False
1797,puding,False
1798,palamu,False
1799,unewath,False
1800,pahadili,False
1801,parinatha,False
1802,take,True
1803,crowd,True
1804,danawa,False
1805,eating,True
1806,hariya,False
1807,survice,False
1808,nawathan,False
1809,thibba,False
1810,deyakin,False
1811,🌟,False
1812,get,True
1813,thathwe,False
1814,kiyak,False
1815,wath,False
1816,eyanam,False
1817,kiwwata,False
1818,t,True
1819,hoyanawa,False
1820,musical,True
1821,hamathanama,False
1822,A,True
1823,kiyannath,False
1824,10ta,False
1825,wadipurama,False
1826,ada,False
1827,kiyewwe,False
1828,kadinamin,False
1829,awakashaya,False
1830,ahamben,False
1831,nidsa,False
1832,wassata,False
1833,oylatma,False
1834,balagena,False
1835,ayata,False
1836,horakam,False
1837,rahama,False
1838,aduprice,False
1839,noisy,True
1840,sindhu,False
1841,wala,False
1842,plates,True
1843,piliganime,False
1844,pihita,False
1845,live,True
1846,coconut,True
1847,hadanna,False
1848,sesame,True
1849,sahimakata,False
1850,anuwa,False
1851,pawule,False
1852,tuk-tuk,False
1853,hodam,False
1854,gahapan,False
1855,allaganin,False
1856,smoothie,True
1857,balalun,False
1858,partyak,False
1859,developping,False
1860,thambiyek,False
1861,kegalla,False
1862,andagena,False
1863,athurupasa,False
1864,watalappan,False
1865,karapincha,False
1866,wadiwela,False
1867,flavors,True
1868,klata,False
1869,english,False
1870,honey,True
1871,ahanawa,False
1872,russia,False
1873,unge,False
1874,q,True
1875,dapu,False
1876,wenna,False
1877,okay,True
1878,giyavele,False
1879,additives,True
1880,kalayai,False
1881,dhepaththata,False
1882,ikmanin,False
1883,kadekin,False
1884,ithin,False
1885,star,True
1886,glass,True
1887,thathwaye,False
1888,3,True
1889,aye,True
1890,enviroment,False
1891,series,True
1892,yata,False
1893,jarama,False
1894,mesayaka,False
1895,colomba,False
1896,atye,False
1897,aththa,False
1898,singappooru,False
1899,anith,False
1900,compare,True
1901,ella,False
1902,sulan,False
1903,gotabaya,False
1904,(first,False
1905,balana,False
1906,edit,True
1907,ewara,False
1908,jara,False
1909,tika,False
1910,weligama,False
1911,aganaa,False
1912,matter,True
1913,flavurs,False
1914,mobile,True
1915,pamanai,False
1916,sample,True
1917,kiyala,False
1918,dilanmonawata,False
1919,worth,True
1920,three,True
1921,lamayektath,False
1922,pitipasse,False
1923,ona,False
1924,sutff,False
1925,neh,False
1926,2ka,False
1927,winebottle,False
1928,awanhalakata,False
1929,floor,True
1930,arinn,False
1931,thattamala,False
1932,thavath,False
1933,75,True
1934,One,True
1935,tamai,False
1936,gathiyak,False
1937,titan,True
1938,adaraniyan,False
1939,doesnt,False
1940,genne,False
1941,privacy,True
1942,yuthui,False
1943,beer,True
1944,hithuwewath,False
1945,waasanaawa,False
1946,asadharanai,False
1947,gunayak,False
1948,ekkenektawath,False
1949,wedda,False
1950,alcohol,True
1951,wenamama,False
1952,uth,False
1953,repear,False
1954,limited,True
1955,class,True
1956,house,True
1957,sidhiya,False
1958,pahasu,False
1959,muslim,False
1960,තියනව,False
1961,giyapu,False
1962,viriya,False
1963,kathaa,False
1964,oyaage,False
1965,mithrashiliwa,False
1966,hondhai,False
1967,oyaath,False
1968,ahuwath,False
1969,samidu,False
1970,ripe,True
1971,mahatha,False
1972,enawa,False
1973,umba,False
1974,10,True
1975,deparak,False
1976,metharam,False
1977,&,False
1978,yaanna,False
1979,padui,False
1980,parissamata,False
1981,ganak,False
1982,chopcy,False
1983,generation,True
1984,hambenewa,False
1985,adhikai,False
1986,minisun,False
1987,buriyani,False
1988,ekai,False
1989,vision,True
1990,vadi,False
1991,එක,False
1992,hithath,False
1993,athe,False
1994,expensive,True
1995,parakma,False
1996,adahiya,False
1997,pethum,False
1998,hondai,False
1999,ekkath,False
2000,size,True
2001,kemakata,False
2002,talks,True
2003,4k,False
2004,karama,False
2005,services,True
2006,thama,False
2007,raththaran,False
2008,daanna,False
2009,subscribe,True
2010,damma,False
2011,ekek,False
2012,comfatable,False
2013,hithenne,False
2014,friendly,True
2015,hotel,True
2016,plate,True
2017,natha,False
2018,meka,False
2019,mala,False
2020,without,True
2021,poddai,False
2022,kewa,False
2023,warada,False
2024,tenawa,False
2025,sewawan,False
2026,paradesak,False
2027,dhenda,False
2028,pirisidu,False
2029,health,True
2030,meh,True
2031,ei,False
2032,paavichchi,False
2033,kalaketa,False
2034,maintaining,True
2035,improve,True
2036,artificia,False
2037,waddaa,False
2038,bullshit,True
2039,anthaye,False
2040,hri,False
2041,peyakatath,False
2042,usata,False
2043,batu,False
2044,dennek,False
2045,salakanawa,False
2046,kamathi,False
2047,chetinad,False
2048,anek,False
2049,thawama,False
2050,staff,True
2051,adika,False
2052,dariya,False
2053,thopi,False
2054,kamath,False
2055,wagemai,False
2056,tibune,False
2057,echchara,False
2058,wikarayakda,False
2059,awanhal,False
2060,kiri,False
2061,hondhata,False
2062,building,True
2063,enjoyed,True
2064,sinhala,False
2065,thiyapu,False
2066,badu,False
2067,gannwanam,False
2068,suhadawa,False
2069,amaizing,False
2070,pack,True
2071,tharan,False
2072,adaraniyai,False
2073,salakanne,False
2074,chande,False
2075,asama,False
2076,hadane,False
2077,pirisata,False
2078,bike,True
2079,agaya,False
2080,gaanata,False
2081,game,True
2082,kaale,False
2083,ganne,False
2084,wdak,False
2085,prices,True
2086,niza,False
2087,nathi,False
2088,list,True
2089,dennawath,False
2090,responsible,True
2091,cats,True
2092,apple,True
2093,aluth,False
2094,decent,True
2095,mekath,False
2096,Sampradayika,False
2097,thalayaka,False
2098,same,True
2099,oita,False
2100,athwasum,False
2101,our,True
2102,eketh,False
2103,pani,False
2104,dunneth,False
2105,sri,False
2106,inside,True
2107,dene,False
2108,up,True
2109,tharuna,False
2110,simidhu,False
2111,coulpes,False
2112,ayatath,False
2113,sera,False
2114,duration,True
2115,welwa,False
2116,ekedi,False
2117,gaanath,False
2118,gana,False
2119,ugannan,False
2120,halal,True
2121,ohe,False
2122,well,True
2123,kauruth,False
2124,EnglishTamil,False
2125,kakaa,False
2126,gedarata,False
2127,oya,False
2128,tikanam,False
2129,bun,True
2130,decorratin,False
2131,share,True
2132,karai,False
2133,time,True
2134,wenas,False
2135,kolapaata,False
2136,bambo,False
2137,hadanawa,False
2138,supiriyatama,False
2139,chiness,False
2140,athleast,False
2141,palaweni,False
2142,poolime,False
2143,pramanawath,False
2144,raha,False
2145,ganama,False
2146,sansun,False
2147,balahan,False
2148,seperate,False
2149,hithanne,False
2150,paaribogika,False
2151,yanakal,False
2152,amuththange,False
2153,hamadekatama,False
2154,wadiwenna,False
2155,was,True
2156,Llankawe,False
2157,niyama,False
2158,gunathmakabawaya,False
2159,ihala,False
2160,gennama,False
2161,obawa,False
2162,respect,True
2163,solotravellerslata,False
2164,wikunala,False
2165,ordered,True
2166,cube,True
2167,gaanak,False
2168,will,True
2169,kela,False
2170,real,True
2171,wagema,False
2172,banee,False
2173,kiyla,False
2174,nagaraya,False
2175,nice,True
2176,muss,True
2177,microwave,True
2178,hamoma,False
2179,curd,True
2180,piganakwath,False
2181,reta,False
2182,sahenna,False
2183,wikinenawa,False
2184,need,True
2185,gitur,False
2186,diyunui,False
2187,embilipitiye,False
2188,nrmal,False
2189,wenda,False
2190,tag,True
2191,widina,False
2192,witharamai,False
2193,penuma,False
2194,aganthuka,False
2195,toilet,True
2196,kipaya,False
2197,tiyenawa,False
2198,gmn,False
2199,anumatha,False
2200,meyalage,False
2201,wahanawa,False
2202,hithannewath,False
2203,nescaffe,False
2204,great,True
2205,husband,True
2206,ah,True
2207,express,True
2208,seat,True
2209,niyamitha,False
2210,echcharama,False
2211,sigiriye,False
2212,danuna,False
2213,including,True
2214,Staff,True
2215,pricy,False
2216,60-7o,False
2217,wedi,False
2218,rahai,False
2219,nawaththanna,False
2220,ammi,False
2221,basckets,False
2222,itha,False
2223,thiyenawa,False
2224,hostel,True
2225,resturent',False
2226,aniwaarayenma,False
2227,samanyen,False
2228,kudayak,False
2229,aniwarenama,False
2230,romantic,True
2231,aaye,False
2232,jathiye,False
2233,rasawath,False
2234,thma,False
2235,sarasala,False
2236,saranai!,False
2237,dosa,False
2238,diyunu,False
2239,nugegoda,False
2240,widiyaka,False
2241,ලස්සනයි,False
2242,gen,True
2243,buns,True
2244,sewawath,False
2245,labadenna,False
2246,elimahan,False
2247,glousewath,False
2248,unu,False
2249,owner,True
2250,unata,False
2251,balannth,False
2252,hondhama,False
2253,podhu,False
2254,waitersla,False
2255,loverslata,False
2256,reviews,True
2257,rasama,False
2258,taxi,True
2259,extre,False
2260,yudhaya,False
2261,sahena,False
2262,kiwwenam,False
2263,while,True
2264,amuthu,False
2265,barrel,True
2266,muwa,False
2267,pathi,False
2268,aaramba,False
2269,wineetha,False
2270,eeth,False
2271,towel,True
2272,cant,True
2273,goddak,False
2274,pitin,False
2275,monatharam,False
2276,kisi,False
2277,beraganna,False
2278,ussan,False
2279,tho,True
2280,thun,False
2281,veg,True
2282,rasat,False
2283,kawe,False
2284,sausages,True
2285,gilwimen,False
2286,uludu,False
2287,deleshous,False
2288,amaru,False
2289,allanawa,False
2290,ela,False
2291,kada,False
2292,open,True
2293,evetything,False
2294,mona,False
2295,monawath,False
2296,iwasillak,False
2297,on,True
2298,deserts,True
2299,sup,True
2300,metahnata,False
2301,sthuthi,False
2302,getalu,False
2303,geyaka,False
2304,expire,True
2305,ratawal,False
2306,bageta,False
2307,hare,True
2308,kapuru,False
2309,kiyannema,False
2310,wiyadam,False
2311,heavy,True
2312,pirisidui,False
2313,mathak,False
2314,widiyta,False
2315,suwadak,False
2316,agayanna,False
2317,ikman,False
2318,suhadashili,False
2319,dinner,True
2320,after,True
2321,kalayakata,False
2322,400,True
2323,thrupthumath,False
2324,appiriyai,False
2325,party,True
2326,mewata,False
2327,vehicles,True
2328,excellent,True
2329,tharame,False
2330,branch,True
2331,hamotama,False
2332,vage,False
2333,charges,True
2334,karannawath,False
2335,serving,True
2336,gaanawath,False
2337,pasu,False
2338,customerslage,False
2339,nathuwa,False
2340,for,True
2341,mathaka,False
2342,kaaleka,False
2343,chutakwath,False
2344,high,True
2345,nothing,True
2346,modern,True
2347,atthatama,False
2348,dum,False
2349,ekath,False
2350,sing,True
2351,sugar,True
2352,papers,True
2353,paththata,False
2354,couple,True
2355,basmathi,False
2356,hangout,True
2357,wge,False
2358,dancing,True
2359,wada,False
2360,friday,False
2361,inna,False
2362,aadarei,False
2363,polici,False
2364,mnda,False
2365,vela,True
2366,geyak,False
2367,purudhu,False
2368,hamawelawakama,False
2369,epaa,False
2370,nasiguran,False
2371,pisa,False
2372,here,True
2373,vachana,False
2374,candle,True
2375,uththara,False
2376,shushy,False
2377,ganakin,False
2378,pade,False
2379,paribogikyata,False
2380,araunama,False
2381,rice,True
2382,labaagena,False
2383,wunath,False
2384,chemicals,True
2385,haduna,False
2386,kali,False
2387,green,True
2388,seriously,True
2389,LIYONS',False
2390,night,True
2391,nilamelata,False
2392,bodimaka,False
2393,saha,False
2394,5ta,False
2395,moda,False
2396,anaagatheta,False
2397,godal,False
2398,everything,True
2399,keep,True
2400,mal,False
2401,rupiyal,False
2402,pawathwanna,False
2403,unaama,False
2404,ayema,False
2405,salakanavaa,False
2406,eyath,False
2407,Delicious,True
2408,atmosphere,True
2409,creative,True
2410,survive,True
2411,kauda,False
2412,aththada,False
2413,karagannawa,False
2414,like,True
2415,unknown,True
2416,dhinum,False
2417,_x000D_,False
2418,tata,False
2419,sammatha,False
2420,foods,True
2421,puthek,False
2422,thorai,False
2423,wenida,False
2424,fired,True
2425,unique,True
2426,one,True
2427,habai,False
2428,kiyada,False
2429,Mage,True
2430,kisimadeyak,False
2431,watinwa,False
2432,Mama,True
2433,gye,False
2434,distance,True
2435,liyanna,False
2436,conditions,True
2437,ehemath,False
2438,prayojanayak,False
2439,coffeee,False
2440,nawaththana,False
2441,mahala,False
2442,gedaratama,False
2443,machan?,False
2444,steak,True
2445,jelly,True
2446,option,True
2447,oba,False
2448,nisama,False
2449,from,True
2450,wow,True
2451,hitiya,False
2452,suda,False
2453,rasakaraka,False
2454,sathutak,False
2455,hithannne,False
2456,rotty,False
2457,customized,True
2458,sanitizer,False
2459,side,True
2460,apathe,False
2461,tikakwath,False
2462,1,True
2463,tip,True
2464,aduiii,False
2465,awagema,False
2466,awidin,False
2467,denwa,False
2468,apiwa,False
2469,relaxing,True
2470,samahara,False
2471,grill,True
2472,kumbith,False
2473,foriegnersla,False
2474,winoda,False
2475,adahas,False
2476,senaga,False
2477,350,True
2478,kenai,False
2479,ilaga,False
2480,muluthen,False
2481,methanat,False
2482,tharamata,False
2483,rath,False
2484,thambana,False
2485,karanna,False
2486,itin,False
2487,wiski,False
2488,mosquitos,False
2489,lagata,False
2490,upadesak,False
2491,dan,False
2492,rainy,True
2493,methanta,False
2494,masekata,False
2495,kankun,False
2496,koththui,False
2497,hama,False
2498,karadarayak,False
2499,package,True
2500,Little,True
2501,ado,True
2502,celebrate,True
2503,200k,False
2504,methek,False
2505,maduruwo,False
2506,apirisidu,False
2507,close,True
2508,yakku,False
2509,ghoshakari,False
2510,waiterslata,False
2511,basic,True
2512,yanna,False
2513,concept,True
2514,sahitha,False
2515,hitiyoth,False
2516,hamaparama,False
2517,janadhipathi,False
2518,kenath,False
2519,main,True
2520,not,True
2521,koleth,False
2522,e,True
2523,themi,False
2524,jayawewa,False
2525,meeta,False
2526,confirm,True
2527,dawal,False
2528,sahagathai,False
2529,handsoap,False
2530,hithanawa,False
2531,oyath,False
2532,gaththama,False
2533,hamboo,False
2534,ekatath,False
2535,selections,True
2536,sahallu,False
2537,galapena,False
2538,ulundu,False
2539,home,True
2540,badaginne,False
2541,udawwak,False
2542,cooking,True
2543,dennama,False
2544,kotasa,False
2545,belli,False
2546,rooms,True
2547,lion,True
2548,sadaha,False
2549,highly,True
2550,wenuwata,False
2551,aaaa,False
2552,350k,False
2553,payments,True
2554,indan,False
2555,kaduluth,False
2556,muluthangeyak,False
2557,uthsawayakata,False
2558,yodaganna,False
2559,kaha,False
2560,bags,True
2561,wear,True
2562,supiri😋👌,False
2563,wadata,False
2564,wishes,True
2565,maw,True
2566,several,True
2567,superbService,False
2568,dala,False
2569,tyanawa,False
2570,pocket,True
2571,eyalage,False
2572,ba,False
2573,shells,True
2574,Kama,True
2575,hitoyath,False
2576,portion,True
2577,spoons,True
2578,wadak,False
2579,siyalu,False
2580,awshya,False
2581,balls,True
2582,personally,True
2583,idheieda,False
2584,karana,False
2585,karyamadalayak,False
2586,rathri,False
2587,quality,True
2588,during,True
2589,innaw,False
2590,dannawada,False
2591,kadinamwa,False
2592,Lankan,True
2593,hadhenna,False
2594,wenasakata,False
2595,walin,False
2596,ammage,False
2597,sewakayan,False
2598,money,True
2599,hithanna,False
2600,guestlata,False
2601,concern,True
2602,ahanna,False
2603,unanawa,False
2604,sampradayika,False
2605,anayak,False
2606,24,True
2607,athdekima,False
2608,nidahase,False
2609,karanava,False
2610,akke,False
2611,asian,False
2612,spicy,True
2613,kaawada,False
2614,aasawata,False
2615,jeewithe,False
2616,rules,True
2617,goda,False
2618,hithuna,False
2619,dessert,True
2620,dakkath,False
2621,issue,True
2622,labena,False
2623,I,True
2624,'graze,False
2625,wad,True
2626,bad,True
2627,vegetables,True
2628,samanya,False
2629,elle,False
2630,thibaha,False
2631,arrack,False
2632,shop,True
2633,kamak,False
2634,wayusamikaranaya,False
2635,mokakda,False
2636,dammata,False
2637,wel,False
2638,800,True
2639,kirimak,False
2640,fanstactic,False
2641,welawe,False
2642,lamainta,False
2643,hondhamai,False
2644,ganang,False
2645,lankan,False
2646,data,True
2647,pirisakata,False
2648,labenne,False
2649,dust,True
2650,set,True
2651,why,True
2652,wiyadm,False
2653,young,True
2654,thiyanawa,False
2655,kesek,False
2656,kalayuthui,False
2657,Price,True
2658,dawasin,False
2659,hours,True
2660,a,True
2661,overall,True
2662,ahinsaka,False
2663,aththatam,False
2664,burger,True
2665,kalath,False
2666,meat,True
2667,kaama,False
2668,cc,True
2669,complain,True
2670,mousse,True
2671,every,True
2672,uyapu,False
2673,peyakata,False
2674,balapthra,False
2675,roti,False
2676,hithene,False
2677,watinakam,False
2678,massoth,False
2679,subapathum,False
2680,mom,True
2681,mila,False
2682,amazing,True
2683,date,True
2684,therim,False
2685,fight,True
2686,lata,False
2687,mathakayak,False
2688,loku,False
2689,8,True
2690,yumy,False
2691,karamin,False
2692,iwari,False
2693,lamayekta,False
2694,extremely,True
2695,ektama,False
2696,thopita,False
2697,key,True
2698,macho,True
2699,karagannath,False
2700,issaraha,False
2701,wiwekayak,False
2702,incharge,False
2703,sevice,False
2704,sankalpayata,False
2705,thamath,False
2706,nangi,False
2707,denekta,False
2708,ida,False
2709,idagena,False
2710,niyami,False
2711,haki,False
2712,danagaththe,False
2713,unuwathure,False
2714,colamba,False
2715,athule,False
2716,gaananam,False
2717,noodless,False
2718,wagakimen,False
2719,awanhalaka,False
2720,flies,True
2721,many,True
2722,pulp,True
2723,small,True
2724,unusum,False
2725,katawath,False
2726,kaawata,False
2727,karadarai,False
2728,thiye,False
2729,sudu,False
2730,anik,False
2731,pattama,False
2732,jarawak,False
2733,bub,True
2734,kara,False
2735,methnat,False
2736,tyena,False
2737,parisarayak,False
2738,liyala,False
2739,minissunge,False
2740,topping,True
2741,sitha,False
2742,free,True
2743,hitapu,False
2744,invited,True
2745,hair,True
2746,mada,False
2747,builders,True
2748,approve,True
2749,iawara,False
2750,atha,False
2751,jivitheta,False
2752,ekkeknekta,False
2753,regular,True
2754,kamai,False
2755,igena,False
2756,poyata,False
2757,pitarata,False
2758,kewath,False
2759,yatin,False
2760,Hoppeers,False
2761,wathura,False
2762,tuk,False
2763,watching,True
2764,adhika,False
2765,wenasak,False
2766,kadenawa,False
2767,itath,False
2768,liyawuna,False
2769,beda,False
2770,balanu,False
2771,karannath,False
2772,naatya,False
2773,250ta,False
2774,🤐🤐🙁,False
2775,neda,False
2776,thiyala,False
2777,cinnoman,False
2778,hamadeyak,False
2779,1kata,False
2780,drive,True
2781,testy,True
2782,wadith,False
2783,mudhalata,False
2784,hamana,False
2785,sandwith,False
2786,situatin,False
2787,miyo,False
2788,wegawath,False
2789,italian,False
2790,days,True
2791,5-6,True
2792,hithana,False
2793,dheela,False
2794,design,True
2795,lokukama,False
2796,sathi,False
2797,nathiwei,False
2798,munta,False
2799,hadena,False
2800,boru,False
2801,hithuwa,False
2802,7,True
2803,decoration,True
2804,pethi,False
2805,kaapu,False
2806,gunathmaka,False
2807,mudalata,False
2808,accident,True
2809,mind,True
2810,ube,False
2811,durwalai,False
2812,'napo',False
2813,paranai,False
2814,kewata,False
2815,empty,True
2816,minute,True
2817,baye,False
2818,bayai,False
2819,kathawak,False
2820,deleshious,False
2821,balan,False
2822,kanawa,False
2823,yalu,False
2824,bemmak,False
2825,kamaththen,False
2826,newei,False
2827,muge,False
2828,artifical,False
2829,fooda,False
2830,business,True
2831,loweth,False
2832,hawasatath,False
2833,anawum,False
2834,rakadewa,False
2835,3ma,False
2836,dhenek,False
2837,tikakata,False
2838,iwasiliwantha,False
2839,waited,True
2840,karaata,False
2841,gattama,False
2842,vegetable,True
2843,rakina,False
2844,shanika,False
2845,dhennawa,False
2846,fruits,True
2847,daanavaa,False
2848,kegalle,False
2849,enjoy,True
2850,j,True
2851,kiripiti,False
2852,hondhatama,False
2853,eka5,False
2854,piliwalai,False
2855,malu,False
2856,dhewaluth,False
2857,ganudenukaruwanta,False
2858,ekawarama,False
2859,puhunu,False
2860,dhunna,False
2861,8p,False
2862,loobayek,False
2863,disturbance,True
2864,sewadayakayongen,False
2865,ai,False
2866,vegetarians,True
2867,360',False
2868,blue,True
2869,ghin,False
2870,as,True
2871,next,True
2872,almariyata,False
2873,attraction,True
2874,hamadema,False
2875,3i,False
2876,gaththa,False
2877,nidan,False
2878,widiyath,False
2879,payasam,False
2880,wonderfull,False
2881,duwe,False
2882,crowded,True
2883,lesa,False
2884,no,True
2885,kellage,False
2886,hapoi,False
2887,dunne,False
2888,mallith,False
2889,milkrice,False
2890,eye,True
2891,bojanagaraye,False
2892,photo,True
2893,situation,True
2894,ajinamoto,False
2895,pathanawa,False
2896,baha,False
2897,dipu,False
2898,counter,True
2899,40,True
2900,dakawanawa,False
2901,eh,True
2902,about,True
2903,randu,False
2904,yakuwek,False
2905,paw,True
2906,haiyen,False
2907,kalama,False
2908,baladdi,False
2909,ena,False
2910,giyane,False
2911,piliganwanne,False
2912,sizes,True
2913,amazingly,True
2914,thoroughly!,False
2915,you????,False
2916,padamak,False
2917,genaapu,False
2918,anoda,False
2919,arrangement,True
2920,gas,True
2921,ayin,False
2922,sangeethamaya,False
2923,inne…,False
2924,hithannepa,False
2925,ekata,False
2926,indian,False
2927,padipelak,False
2928,lemon,True
2929,wathurath,False
2930,dakala,False
2931,customersla,False
2932,nata,False
2933,sook,False
2934,delivery,True
2935,thatakayak,False
2936,weda,False
2937,dheshaye,False
2938,clean,True
2939,wishishta,False
2940,eeee,False
2941,sewaya,False
2942,kade,False
2943,dhinayedi,False
2944,friends,True
2945,juice,True
2946,daa,False
2947,kaama…,False
2948,wast,True
2949,3nama,False
2950,kalatath,False
2951,kusalathawa,False
2952,monawada,False
2953,wamaneth,False
2954,texture,True
2955,methanata,False
2956,don't,True
2957,long,True
2958,hot,True
2959,sathkaara,False
2960,jeewithee,False
2961,welawa,False
2962,apen,False
2963,piliganimata,False
2964,cuttlfish,False
2965,want,True
2966,padi,False
2967,itim,False
2968,reuqirements,False
2969,akalana,False
2970,honestly,True
2971,manager,True
2972,artificial,True
2973,dodam,False
2974,thiyana,False
2975,too5,False
2976,kamarath,False
2977,baluwa,False
2978,ponnoyoth,False
2979,waradak,False
2980,kothtu,False
2981,shushi,False
2982,wera,False
2983,hambuna,False
2984,kal,False
2985,curries,True
2986,dishes,True
2987,toffiyak,False
2988,udinma,False
2989,hitawanna,False
2990,orders,True
2991,variety,True
2992,bilata,False
2993,700-,True
2994,awa,False
2995,chocolate,True
2996,ewath,False
2997,12ta,False
2998,machan,False
2999,hirata,False
3000,welawatama,False
3001,desart,False
3002,served,True
3003,echcharai,False
3004,lokui,False
3005,saadu,False
3006,bedala,False
3007,european,False
3008,wereddakwath,False
3009,koleka,False
3010,hambune,False
3011,amatha,False
3012,ahaa,False
3013,ennma,False
3014,badapu,False
3015,breakfast,True
3016,deliver,True
3017,welwakama,False
3018,aniwaryenma,False
3019,supirima,False
3020,low,True
3021,sulu,False
3022,Please,True
3023,1st,True
3024,thiyanna,False
3025,koleta,False
3026,niskalanka,False
3027,kiyalawath,False
3028,came,True
3029,hit,True
3030,pahasukam,False
3031,pan,True
3032,needa,False
3033,monawa,False
3034,lipstick,True
3035,athulata,False
3036,hithan,False
3037,'allergy',False
3038,mutton,True
3039,oneda,False
3040,admins,True
3041,face,True
3042,thumiyata,False
3043,plce,False
3044,mayata,False
3045,karath,False
3046,danna,False
3047,paranama,False
3048,kiyanne,False
3049,management,True
3050,genath,False
3051,prashne,False
3052,rate,True
3053,lunch,True
3054,acting,True
3055,council,True
3056,kaloth,False
3057,rataka,False
3058,udath,False
3059,aduwena,False
3060,watenne,False
3061,kathakaranawa,False
3062,widihe,False
3063,hithena,False
3064,seafoof,False
3065,janapriya,False
3066,aroma,True
3067,tyenna,False
3068,poor,True
3069,outing,True
3070,sewakayoweda,False
3071,nitharama,False
3072,thanatama,False
3073,danne,False
3074,yai,False
3075,karunaawen,False
3076,mudalakata,False
3077,gunaya,False
3078,dakke,False
3079,famous,True
3080,name,True
3081,except,True
3082,kathaawak,False
3083,eats,True
3084,lamaitath,False
3085,karalam,False
3086,number,True
3087,wadiyi,False
3088,manners,True
3089,comfartable,False
3090,maintained,True
3091,crab,True
3092,hamawitama,False
3093,Beer,True
3094,badagini,False
3095,methanin,False
3096,boy,True
3097,hiru,False
3098,absolutely,True
3099,gahanna,False
3100,wahana,False
